paperID,author,col3,col4
USENIX_15_66,Damballa,,Inc. and Georgia Institute of Technology
USENIX_15_66,Roberto Perdisci,,University of Georgia and Georgia Institute of Technology
USENIX_15_66,Manos Antonakakis,,Georgia Institute of Technology
USENIX_15_66,Mustaque Ahamad,,Georgia Institute of Technology and New York University Abu Dhabi
USENIX_15_67,Carl Sabottke,,University of Maryland College Park
USENIX_15_67,Octavian Suciu,,University of Maryland College Park
USENIX_15_67,Tudor Dumitras,,University of Maryland College Park
USENIX_15_68,Mariano Graziano,,Eurecom
USENIX_15_68,Davide Canali,,Eurecom
USENIX_15_68,Leyla Bilge,,Symantec Research Labs
USENIX_15_68,Andrea Lanzi,,Universita degli Studi di Milano
USENIX_15_68,Davide Balzarotti,,Eurecom
CCS_06_1,Bo Zhu,81350593349,George Mason University,60018319,
CCS_06_1,Sanjeev Setia,81100275043,George Mason University,60018319,
CCS_06_1,Sushil Jajodia,81100609407,George Mason University,60018319,
CCS_06_2,Arjun Nambiar,81319498794,University of Texas at Arlington,60003467,
CCS_06_2,Matthew Wright,81100659958,University of Texas at Arlington,60003467,
CCS_06_3,Steven J. Murdoch,81100628638,University of Cambridge,60031101,
CCS_06_4,XiaoFeng Wang,81372591949,Indiana University,60021121,
CCS_06_4,Zhuowei Li,81319496349,Indiana University,60021121,
CCS_06_4,Jun (Jim) Xu,81451593688,Google Inc. & NCSU,60006191,
CCS_06_4,Michael K. Reiter,81387594159,Carnegie Mellon University,60027950,
CCS_06_4,Chongkyung Kil,81309497958,North Carolina State University,60004923,
CCS_06_4,Jong Youl Choi,81100481093,Indiana University,60021121,
CCS_06_5,Shai Rubin,81100267810,University of Wisconsin; Madison; WI,60032179,
CCS_06_5,Somesh Jha,81100352621,University of Wisconsin; Madison; WI,60032179,
CCS_06_5,Barton P. Miller,81452606461,University of Wisconsin; Madison; WI,60032179,
CCS_06_6,Prahlad Fogla,81100106347,Georgia Institute of Technology; Atlanta; Georgia,60019647,
CCS_06_6,Wenke Lee,81381593761,Georgia Institute of Technology; Atlanta; Georgia,60019647,
CCS_06_7,Philippe Golle,81100462814,Palo Alto Research Center,60028487,
CCS_06_7,Frank McSherry,81100331295,Microsoft Research,60021726,
CCS_06_7,Ilya Mironov,81100268023,Microsoft Research,60021726,
CCS_06_8,Reza Curtmola,81319490559,Johns Hopkins University,60005248,
CCS_06_8,Juan A. Garay,81100066807,Bell Labs -- Lucent Technologies,60026137,
CCS_06_8,Seny Kamara,81100486886,Johns Hopkins University,60005248,
CCS_06_8,Rafail Ostrovsky,81100593806,University of California at Los Angeles,60027550,
CCS_06_9,Vipul Goyal,81319492474,University of California at Los Angeles,60027550,
CCS_06_9,Omkant Pandey,81319498871,University of California at Los Angeles,60027550,
CCS_06_9,Amit Sahai,81100132310,University of California at Los Angeles,60027550,
CCS_06_9,Brent R. Waters,81319503857,SRI International,60000461,
CCS_06_10,Matthew Pirretti,81319499822,Pennsylvania State University; University Park; PA,60001439,
CCS_06_10,Patrick Traynor,81309504558,Pennsylvania State University; University Park; PA,60001439,
CCS_06_10,Patrick D. McDaniel,81100363624,Pennsylvania State University; University Park; PA,60001439,
CCS_06_10,Brent R. Waters,81319503857,SRI International; Menlo Park; CA,60000461,
CCS_06_11,Ninghui Li,81100475364,Purdue University,60009254,
CCS_06_11,Mahesh V. Tripunitara,81100295811,Motorola Labs,60024590,
CCS_06_11,Qihua Wang,81319503861,Purdue University,60009254,
CCS_06_12,Adam Jie-Han Lee,81100385390,University of Illinois at Urbana-Champaign,60000745,
CCS_06_12,Marianne Winslett,81100471278,University of Illinois at Urbana-Champaign,60000745,
CCS_06_13,Keith Irwin,81309503640,North Carolina State University,60004923,
CCS_06_13,Ting Yu,81100471558,North Carolina State University,60004923,
CCS_06_13,William H. Winsborough,81100048685,University of Texas at San Antonio,60003212,
CCS_06_14,Jaideep Vaidya,81100496660,Rutgers University; Newark; NJ,60000473,
CCS_06_14,Vijayalakshmi Atluri,81100274477,Rutgers University; Newark; NJ,60000473,
CCS_06_14,Janice Warner,81100234561,Rutgers University; Newark; NJ,60000473,
CCS_06_15,Umesh Shankar,81100643038,UC Berkeley,60025038,
CCS_06_15,Chris Karlof,81100505722,UC Berkeley,60025038,
CCS_06_16,John Brainard,81100030409,RSA Laboratories; Bedford; MA,60102778,
CCS_06_16,Ari Juels,81100625698,RSA Laboratories; Bedford; MA,60102778,
CCS_06_16,Ronald L . Rivest,81328490215,MIT CSAIL; Cambridge; MA,60006320,
CCS_06_16,Michael Szydlo,81100604472,RSA Laboratories; Bedford; MA,60102778,
CCS_06_16,Moti Yung,81452601790,RSA Laboratories; Bedford; MA,60102778,
CCS_06_17,Mengjun Xie,81319504473,The College of William and Mary; Williamsburg; VA,60016114,
CCS_06_17,Heng Yin,81319505250,The College of William and Mary; Williamsburg; VA,60016114,
CCS_06_17,Haining Wang,81451599572,The College of William and Mary; Williamsburg; VA,60016114,
CCS_06_18,Xavier Boyen,81100262434,Voltage Security Inc. ,,
CCS_06_18,Hovav Shacham,81100234228,Weizmann Institute Science,60017563,
CCS_06_18,Emily Shen,81392596733,Stanford University,60012708,
CCS_06_18,Brent R. Waters,81319503857,SRI International,60000461,
CCS_06_19,Jan Camenisch,81100546436,IBM Research,60011048,
CCS_06_19,Susan Hohenberger,81326490028,IBM Research,60011048,
CCS_06_19,Markulf Kohlweiss,81350572091,Katholieke Universiteit Leuven,60025063,
CCS_06_19,Anna Lysyanskaya,81100335021,Brown University,60011460,
CCS_06_19,Mira Meyerovich,81319497459,Brown University,60011460,
CCS_06_20,Dan Boneh,81100047204,Stanford University,60012708,
CCS_06_20,Brent R. Waters,81319503857,SRI International,60000461,
CCS_06_21,V. T. Lam,81350599341,Institute for Infocomm Research; Singapore,60002668,
CCS_06_21,Spiros Antonatos,81310482051,FORTH-ICS and University of Crete; Greece,60001524,
CCS_06_21,Periklis Akritidis,81309500767,FORTH-ICS; Greece,60035865,
CCS_06_21,K. G. Anagnostakis,81100626434,Institute for Infocomm Research; Singapore,60002668,
CCS_06_22,Joshua Mason,81392598882,Johns Hopkins University,60005248,
CCS_06_22,Kathryn Watkins,81319503745,Johns Hopkins University,60005248,
CCS_06_22,Jason Eisner,81100287247,Johns Hopkins University,60005248,
CCS_06_22,Adam Stubblefield,81100084025,Johns Hopkins University,60005248,
CCS_06_23,Yigael Berger,81319488947,Tel Aviv University; Ramat Aviv; Israel,60005681,
CCS_06_23,Avishai Wool,81100392574,Tel Aviv University; Ramat Aviv; Israel,60005681,
CCS_06_23,Arie Yeredor,81331507594,Tel Aviv University; Ramat Aviv; Israel,60005681,
CCS_06_24,Marc Liberatore,81328489266,University of Massachusetts - Amherst,60014313,
CCS_06_24,Brian Neil Levine,81100230239,University of Massachusetts - Amherst,60014313,
CCS_06_25,Kun Sun,81100446821,NC State University; Raleigh; NC,60004923,
CCS_06_25,Peng Ning,81332518403,NC State University; Raleigh; NC,60004923,
CCS_06_25,Cliff Wang,81450593217,Army Research Office; RTP; NC,60005280,
CCS_06_26,Haowen Chan,81100177121,Carnegie Mellon University,60027950,
CCS_06_26,Adrian Perrig,81100500202,Carnegie Mellon University,60027950,
CCS_06_26,Dawn Xiaoding Song,81100578951,Carnegie Mellon University,60027950,
CCS_06_27,Giuseppe Ateniese,81100005982,Universita di Salerno; Fisciano (SA); Italy,60007061,
CCS_06_27,Alfredo De Santis,81100503424,Universita di Salerno; Fisciano (SA); Italy,60007061,
CCS_06_27,Anna Lisa Ferrara,81100189333,Universita di Salerno; Fisciano (SA); Italy,60007061,
CCS_06_27,Barbara Masucci,81100429127,Universita di Salerno; Fisciano (SA); Italy,60007061,
CCS_06_28,Kevin R. B. Butler,81319489523,The Pennsylvania State University; University Park; PA,60001439,
CCS_06_28,Patrick D. McDaniel,81100363624,The Pennsylvania State University; University Park; PA,60001439,
CCS_06_28,William A. Aiello,81100566561,University of British Columbia; Vancouver; BC; Canada,60010365,
CCS_06_29,James Newsome,81100632469,Carnegie Mellon University; Pittsburgh; PA,60027950,
CCS_06_29,David Brumley,81312481292,Carnegie Mellon University; Pittsburgh; PA,60027950,
CCS_06_29,Jason Franklin,81319491601,Carnegie Mellon University; Pittsburgh; PA,60027950,
CCS_06_29,Dawn Xiaoding Song,81100578951,Carnegie Mellon University; Pittsburgh; PA,60027950,
CCS_06_30,Cristian Cadar,81100235414,Stanford University; Stanford; CA,60012708,
CCS_06_30,Vijay Ganesh,81100181845,Stanford University; Stanford; CA,60012708,
CCS_06_30,Peter M. Pawlowski,81405592035,Stanford University; Stanford; CA,60012708,
CCS_06_30,David L. Dill,81100342748,Stanford University; Stanford; CA,60012708,
CCS_06_30,Dawson R. Engler,81100222430,Stanford University; Stanford; CA,60012708,
CCS_06_31,Xinming Ou,81100176950,Purdue University,60009254,
CCS_06_31,Wayne F. Boyer,81319488698,Idaho National Laboratory,60005120,
CCS_06_31,Miles A. McQueen,81309512607,Idaho National Laboratory,60005120,
CCS_06_32,Constance L. Heitmeyer,81100276673,Naval Research Laboratory; Washington; DC,60027271,
CCS_06_32,Myla Archer,81100201529,Naval Research Laboratory; Washington; DC,60027271,
CCS_06_32,Elizabeth I. Leonard,81339512233,Naval Research Laboratory; Washington; DC,60027271,
CCS_06_32,John McLean,81339516640,Naval Research Laboratory; Washington; DC,60027271,
CCS_06_33,Ninghui Li,81100475364,Purdue University,60009254,
CCS_06_33,Qihua Wang,81319503861,Purdue University,60009254,
CCS_06_34,Michael Backes,81100093619,Saarland University; Saarbrucken; Germany,60033241,
CCS_06_34,Peeter Laud,81100361595,Tartu University; Tartu; Estonia,60068856,
CCS_06_35,Mihir Bellare,81100585242,University of California San Diego; La Jolla; CA,60030612,
CCS_06_35,Tadayoshi Kohno,81100058677,University of Washington; Seattle; WA,60015481,
CCS_06_35,Victor Shoup,81100366613,New York University; New York; NY,60021784,
CCS_06_36,Mihir Bellare,81100585242,University of California San Diego; La Jolla; California,60030612,
CCS_06_36,Gregory Neven,81100091562,Katholieke Universiteit Leuven; Heverlee; Belgium and Ecole Normale Superieure; Paris; France,60000179,
CCS_06_37,Mario Di Raimondo,81309486717,Universita di Catania; Italy,60010146,
CCS_06_37,Rosario Gennaro,81100556240,IBM T. John Watson Research Center,60017366,
CCS_06_37,Hugo Krawczyk,81100332026,IBM T. John Watson Research Center,60017366,
CCS_06_38,Louis Kruger,81319495197,University of Wisconsin-Madison,60032179,
CCS_06_38,Somesh Jha,81100352621,University of Wisconsin-Madison,60032179,
CCS_06_38,Eu-Jin Goh,81100489352,Stanford University,60012708,
CCS_06_38,Dan Boneh,81100047204,Stanford University,60012708,
CCS_06_39,Peter G. Neumann,81100663246,SRI International; Menlo Park; CA,60000461,
CCS_98_1,Klaus Becker,81100546828,r3 security engineering ag CH-8301 Zurich,,
CCS_98_1,Uta Wille,81100370213,IBM Research Division; Zurich Research Laboratory; CH-8803 RuschEkon,60029158,
CCS_98_2,Avishai Wool,81100392574,Bell Laboratories; Lucent Technologies; 700 Mountain Ave. ; Murray Hill; NJ,60009151,
CCS_98_3,Giuseppe Ateniese,81100005982,USC Information Sciences Institute; Marina Del Rey; CA,60015400,
CCS_98_3,Michael Steiner,81100630568,IBM Research Laboratory Ruschikon; Switzerland,60011048,
CCS_98_3,Gene Tsudik,81100064107,USC Information Sciences Institute; Marina Del Rey; CA,60015400,
CCS_98_4,David Mazieres,81100356396,MIT Laboratory for Computer Science; 545 Technology Square; Cambridge MA,60006320,
CCS_98_4,M. Frans Kaashoek,81100521650,MIT Laboratory for Computer Science; 545 Technology Square; Cambridge MA,60006320,
CCS_98_5,Guy Edjlali,81100099904,Dept. of ECE Wayne State University Detroit,60009408,
CCS_98_5,Anurag Acharya,81100197561,Dept. of Computer Science; University of California; Santa Barbara; CA,60029241,
CCS_98_5,Vipin Chaudhary,81100492390,Dept. of ECE Wayne State University Detroit,60009408,
CCS_98_6,Allen Goldberg,81100493365,Kestrel Institute; 3260 Hillview Av. ; Palo Alto; CA,60076079,
CCS_98_7,David Naccache,81100648068,Gemplus Card International; 34 rue Guynemer; Issy-les-Mouhneau CEDEX; 92447; France,,
CCS_98_7,Jacques Stern,81100309676,Ecole Normale Superieure; 45 rue d'Ulm; Paris CEDEX 5; 75230; France,60000179,
CCS_98_8,Rosario Gennaro,81100556240,I. B . M. T. J . Watson Research Center; P. O. Box; 704; Yorktown Heights; NY,60017366,
CCS_98_8,Daniele Micciancio,81100030609,MIT Laboratory for Computer Science; 545 Technology square; Cambridge MA,60006320,
CCS_98_8,Tal Rabin,81100510670,I. B. M. T. John Watson Research Center; P. O. BOX 704; Yorktown Heights; NY,60017366,
CCS_98_9,Alfredo De Santis,81100503424,Dipartimento di Informatica ed Appliczioni; Universita di Salerno; 84081 Baronissi (SA); Italy,60007061,
CCS_98_9,Giovanni Di Crescenzo,81100241038,Computer Science and Engineering Department; University of California San Diego; La Jolla; CA,60030612,
CCS_98_9,Giuseppe Persiano,81100328747,Dipartimento di Informatica ed Appliczioni; Universita di Salerno; 84081 Baronissi (SA); Italy,60007061,
CCS_98_10,Ian Foster,81100123316,Argonne National Laboratory; Argonne; IL,60028609,
CCS_98_10,Carl Kesselman,81332508400,Information Sciences Institute; University of Southern California; Marina del Rey; CA,60015400,
CCS_98_10,Gene Tsudik,81100064107,Information Sciences Institute; University of Southern California; Marina del Rey; CA,60015400,
CCS_98_10,Steven Tuecke,81332532629,Argonne National Laboratory; Argonne; IL,60028609,
CCS_98_11,Jun (Jim) Xu,81451593740,Department of Computer and Information Science; The Ohio State University; Columbus; OH,60003500,
CCS_98_11,Mukesh Singhal,81100065130,Department of Computer and Information Science; The Ohio State University; Columbus; OH,60003500,
CCS_98_12,Markus Jakobsson,81100035930,Information Sciences Research Center; Bell Laboratories,60009151,
CCS_98_12,Elizabeth Shriver,81100631436,Information Sciences Research Center; Bell Laboratories,60009151,
CCS_98_12,Bruce K. Hillyer,81100252303,Information Sciences Research Center; Bell Laboratories,60009151,
CCS_98_12,Ari Juels,81100625698,RSA Laboratories; RSA Data Security,,
CCS_98_13,Patrick D. Lincoln,81409595337,Computer Science Laboratory; SN International,,
CCS_98_13,John C. Mitchell,81338490160,Department of Computer Science; Stanford University,60012708,
CCS_98_13,M. Mitchell,81407593847,,,
CCS_98_13,A. Scedrov,81100409569,Department of Mathematics; University of Pennsylvania,60006297,
CCS_98_14,Shai Halevi,81100344753,IBM T. John Watson Research Cente,60017366,
CCS_98_14,Hugo Krawczyk,81100332026,Department of Electrical Engineering; Technion; Haifa 32000; Israel; and IBM T. John Watson Research Center,60021293,
CCS_98_15,Bruce Schneier,81100339976,Counterpane System; 101 East Mimehaha Parkway; Minneapolis; MN,,
CCS_98_15,Mudge,81332517494,L0pht Heavy Industries; P. O. BOX 990857; Boston,,
CCS_98_16,Eran Gabber,81100096278,Bell Laboratories; Lucent Technologies Inc. ; 600 Mountain Avenue; Murray HN; NJ,60009151,
CCS_98_16,Avishai Wool,81100392574,Bell Laboratories; Lucent Technologies Inc. ; 600 Mountain Avenue; Murray HN; NJ,60009151,
CCS_98_17,Terran Lane,81100001124,School of Electrical and Computer Engineering; Purdue University; West Lafayette; IN,60009254,
CCS_98_17,Carla E. Brodley,81100347793,School of Electrical and Computer Engineering; Purdue University; West Lafayette; IN,60009254,
CCS_10_1,Scott Wolchok,81453660502,The University of Michigan - Ann Arbor; MI; USA,60025778,
CCS_10_1,Eric Wustrow,81470652625,The University of Michigan - Ann Arbor; MI; USA,60025778,
CCS_10_1,J. Alex Halderman,81460640499,The University of Michigan - Ann Arbor; MI; USA,60025778,
CCS_10_1,Hari K. Prasad,81470642058,Netindia; (P) Ltd. ; Hyderabad; India,,
CCS_10_1,Arun Kankipati,81470655673,Netindia; (P) Ltd. ; Hyderabad; India,,
CCS_10_1,Sai Krishna Sakhamuri,81470652640,Netindia; (P) Ltd. ; Hyderabad; India,,
CCS_10_1,Vasavya Yagati,81470654733,Netindia; (P) Ltd. ; Hyderabad; India,,
CCS_10_1,Rop Gonggrijp,81341490728,None; Amsterdam; Netherlands,,
CCS_10_2,Nicolas Christin,81100131105,Carnegie Mellon University,60027950,
CCS_10_2,Sally S. Yanagihara,81470653489,Carnegie Mellon University; Kobe; Japan,60027950,
CCS_10_2,Keisuke Kamataki,81464670705,Carnegie Mellon University,60027950,
CCS_10_3,Chris Grier,81313483492,University of California; Berkeley; Berkeley,60025038,
CCS_10_3,Kurt Thomas,81470648756,University of Illinois; Champaign-Urbana,60005290,
CCS_10_3,Vern Paxson,81100467798,University of California; Berkeley; Berkeley,60025038,
CCS_10_3,Michael Zhang,81470651693,University of California; Berkeley; Berkeley,60025038,
CCS_10_4,Ahmed M. Azab,81456622937,North Carolina State University; Raleigh; NC; USA,60004923,
CCS_10_4,Peng Ning,81332518403,North Carolina State University; Raleigh; NC; USA,60004923,
CCS_10_4,Zhi Wang,81384607722,North Carolina State University; Raleigh; NC; USA,60004923,
CCS_10_4,Xuxian Jiang,81319494671,North Carolina State University; Raleigh; NC; USA,60004923,
CCS_10_4,Xiaolan Zhang,81450595048,IBM T. John Watson Research Center,60017366,
CCS_10_4,Nathan C. Skalsky,81100196714,IBM Systems & Technology Group; Research Triangle Park; NC; USA,60021293,
CCS_10_5,Srinivas Krishnan,81337491141,University of North Carolina at Chapel Hill; Chapel Hill; NC; USA,60025111,
CCS_10_5,Kevin Z . Snow,81470642940,University of North Carolina at Chapel Hill; Chapel Hill; NC; USA,60025111,
CCS_10_5,Fabian Monrose,81100391351,University of North Carolina at Chapel Hill; Chapel Hill; NC; USA,60025111,
CCS_10_6,Justin Samuel,81381592757,UC Berkeley; Berkeley,60025038,
CCS_10_6,Nick Mathewson,81100471232,The Tor Project,,
CCS_10_6,Justin Cappos,81309505686,University of Washington; Seattle; WA; USA,60015481,
CCS_10_6,Roger Dingledine,81100270164,The Tor Project,,
CCS_10_7,David Barrera,81470649704,Carleton University; Ottawa; ON; Canada,60017592,
CCS_10_7,H. Gunes Kayacik,81100432744,Carleton University; Ottawa; ON; Canada,60017592,
CCS_10_7,Paul C. van Oorschot,81315492402,Carleton University; Ottawa; ON; Canada,60017592,
CCS_10_7,Anil Somayaji,81100260751,Carleton University; Ottawa; ON; Canada,60017592,
CCS_10_8,Nathaniel Husted,81470652429,Indiana University; Bloomington; IN; USA,60021121,
CCS_10_8,Steven Myers,81339518921,Indiana University; Bloomington; IN; USA,60021121,
CCS_10_9,Tzipora Halevi,81470645569,Polytechnic Institute of New York University; Brooklyn; NY; USA,60002664,
CCS_10_9,Nitesh Saxena,81100341768,Polytechnic Institute of New York University; Brooklyn; NY; USA,60002664,
CCS_10_10,Vijay A. Balasubramaniyan,81375616968,Georgia Institute of Technology,60019647,
CCS_10_10,Aamir Poonawalla,81464674710,Georgia Institute of Technology,60019647,
CCS_10_10,Mustaque Ahamad,81100442937,Georgia Institute of Technology,60019647,
CCS_10_10,Michael T. Hunter,81384607431,Georgia Institute of Technology,60019647,
CCS_10_10,Patrick Traynor,81309504558,Georgia Institute of Technology,60019647,
CCS_10_11,Sanjam Garg,81351600084,UCLA; Los Angeles; USA,60027550,
CCS_10_11,Abishek Kumarasubramanian,81316489584,UCLA; Los Angeles; USA,60027550,
CCS_10_11,Amit Sahai,81100132310,UCLA; Los Angeles; USA,60027550,
CCS_10_11,Brent R. Waters,81319503857,UTexas; Austin; USA,,
CCS_10_12,Dan Boneh,81100047204,Stanford University,60012708,
CCS_10_12,Hart William Montgomery,81470640972,Stanford University,60012708,
CCS_10_12,Ananth Raghunathan,81470649035,Stanford University,60012708,
CCS_10_13,Yu Yu,81470645295,Universite catholique de Louvain; Louvain-la-Neuve; Belgium,60000874,
CCS_10_13,Francois-Xavier Standaert,81100245226,Universite catholique de Louvain; Louvain-la-Neuve; Belgium,60000874,
CCS_10_13,Olivier Pereira,81100146921,Universite catholique de Louvain; Louvain-la-Neuve; Belgium,60000874,
CCS_10_13,Moti Yung,81452601790,Google Inc. and Columbia University,60030162,
CCS_10_14,Sherman S. M. Chow,81100327947,New York University,60021784,
CCS_10_14,Yevgeniy Dodis,81100405172,New York University,60021784,
CCS_10_14,Yannis Rouselakis,81470655633,The University of Texas at Austin; Austin; TX; USA,60013372,
CCS_10_14,Brent R. Waters,81319503857,The University of Texas at Austin; Austin; TX; USA,60013372,
CCS_10_15,Matt Weir,81442593713,Florida State University; Tallahassee; FL; USA,60002092,
CCS_10_15,Sudhir Aggarwal,81100021345,Florida State University; Tallahassee; FL; USA,60002092,
CCS_10_15,Michael Collins,81470651842,Redjack LLC; Washington D. C. ; DC; USA,,
CCS_10_15,Henry Stern,81332529792,Cisco IronPort Systems; San Bruno,60030003,
CCS_10_16,Yinqian Zhang,81470649665,University of North Carolina at Chapel Hill; Chapel Hill; NC; USA,60025111,
CCS_10_16,Fabian Monrose,81100391351,University of North Carolina at Chapel Hill; Chapel Hill; NC; USA,60025111,
CCS_10_16,Michael K. Reiter,81387594159,University of North Carolina at Chapel Hill; Chapel Hill; NC; USA,60025111,
CCS_10_17,Bin B. Zhu,81100414076,Microsoft Research Asia; Beijing; China,60098464,
CCS_10_17,Jeff Yan,81335499925,Newcastle University; Newcastle upon Tyne; Gt Britain,60006222,
CCS_10_17,Qiujie Li,81453650142,Nanjing University of Science and Technology; Nanjing; China,60010080,
CCS_10_17,Chao Yang,81543356956,University of Science and Technology of China; Hefei; China,60019118,
CCS_10_17,Jia Liu,81470649327,5 iCare Vision Tech. CO. ; LTD; Beijing; China,,
CCS_10_17,Ning Xu,81423593034,Microsoft Research Asia; Beijing; China,60098464,
CCS_10_17,Meng Yi,81536645556,Temple University; Philadelphia; PA; USA,60030398,
CCS_10_17,Kaiwei Cai,81470651116,Beijing University; Beijing; China,60014966,
CCS_10_18,Joseph Siefers,81470655382,Lehigh University,60000060,
CCS_10_18,Gang Tan,81309504867,Lehigh University,60000060,
CCS_10_18,Greg Morrisett,81339518683,Harvard University,60009982,
CCS_10_19,Justin Cappos,81309505686,University of Washington; Seattle; WA; USA,60015481,
CCS_10_19,Armon Dadgar,81416606098,University of Washington; Seattle; WA; USA,60015481,
CCS_10_19,Jeff Rasley,81470655390,University of Washington; Seattle; WA; USA,60015481,
CCS_10_19,Justin Samuel,81381592757,University of Washington; Seattle; WA; USA,60015481,
CCS_10_19,Ivan Beschastnikh,81367591740,University of Washington; Seattle; WA; USA,60015481,
CCS_10_19,Cosmin Barsan,81470654225,University of Washington; Seattle; WA; USA,60015481,
CCS_10_19,Arvind Krishnamurthy,81100373233,University of Washington; Seattle; WA; USA,60015481,
CCS_10_19,Thomas Anderson,81100102913,University of Washington; Seattle; WA; USA,60015481,
CCS_10_20,Glenn Wurster,81100258342,Carleton University; Ottawa; ON; Canada,60017592,
CCS_10_20,Paul C. van Oorschot,81315492402,Carleton University; Ottawa; ON; Canada,60017592,
CCS_10_21,Ulrich Ruhrmair,81472654927,TU Munchen; 80333 Munchen; Germany,60019722,
CCS_10_21,Frank Sehnke,81384607511,TU Munchen; 80333 Munchen; Germany,60019722,
CCS_10_21,Jan Solter,81474702480,TU Munchen; 80333 Munchen; Germany,60019722,
CCS_10_21,Gideon Dror,81319490834,The Academic College of Tel Aviv - Jaffa; Tel Aviv; 61083; Israel,60093490,
CCS_10_21,Srinivas Devadas,81100130021,MIT,60022195,
CCS_10_21,Jurgen Schmidhuber,81409592380,TU Munchen; 80333 Munchen; Germany,60019722,
CCS_10_22,Flavio D. Garcia,81350569380,Radboud University Nijmegen; Nijmegen; Netherlands,60016529,
CCS_10_22,Peter van Rossum,81350578908,Radboud University Nijmegen; Nijmegen; Netherlands,60016529,
CCS_10_22,Roel Verdult,81385603858,Radboud University Nijmegen; Nijmegen; Netherlands,60016529,
CCS_10_22,Ronny Wichers Schreur,81453658668,Radboud University Nijmegen; Nijmegen; Netherlands,60016529,
CCS_10_23,Matteo Bortolozzo,81470655271,Universita' Ca' Foscari; Venice; Italy,60013494,
CCS_10_23,Matteo Centenaro,81351606842,Universita' Ca' Foscari; Venice; Italy,60013494,
CCS_10_23,Riccardo Focardi,81100634484,Universita' Ca' Foscari; Venice; Italy,60013494,
CCS_10_23,Graham Steel,81342512522,LSV; INRIA & CNRS & ENS-Cachan; Cachan; France,60004981,
CCS_10_24,Dongseok Jang,81418593672,University of California; San Diego; La Jolla,60030612,
CCS_10_24,Ranjit Jhala,81100198278,University of California; San Diego; La Jolla,60030612,
CCS_10_24,Sorin Lerner,81100399150,University of California; San Diego; La Jolla,60030612,
CCS_10_24,Hovav Shacham,81100234228,University of California; San Diego; La Jolla,60030612,
CCS_10_25,William R. Harris,81100116515,University of Wisconsin,60032179,
CCS_10_25,Somesh Jha,81100352621,University of Wisconsin,60032179,
CCS_10_25,Thomas Reps,81100117392,University of Wisconsin,60032179,
CCS_10_26,Aslan Askarov,81331488167,Cornell University; Ithaca; NY; USA,60007776,
CCS_10_26,Danfeng Zhang,81470651200,Cornell University; Ithaca; NY; USA,60007776,
CCS_10_26,Andrew C. Myers,81100011022,Cornell University; Ithaca; NY; USA,60007776,
CCS_10_27,Qiyan Wang,81466641335,University of Illinois at Urbana-Champaign,60000745,
CCS_10_27,Prateek Mittal,81375616228,University of Illinois at Urbana-Champaign,60000745,
CCS_10_27,Nikita Borisov,81100136331,University of Illinois at Urbana-Champaign,60000745,
CCS_10_28,Rob Jansen,81447593945,University of Minnesota; Minneapolis; MN; USA,60029445,
CCS_10_28,Nicholas J. Hopper,81100172412,University of Minnesota; Minneapolis; MN; USA,60029445,
CCS_10_28,Yongdae Kim,81100658424,University of Minnesota; Minneapolis; MN; USA,60029445,
CCS_10_29,Can Tang,81470643540,University of Waterloo; Waterloo; ON; Canada,60014171,
CCS_10_29,Ian Goldberg,81100491559,University of Waterloo; Waterloo; ON; Canada,60014171,
CCS_10_30,Henry Corrigan-Gibbs,81470655256,Yale University; New Haven; CT; USA,60005455,
CCS_10_30,Bryan Ford,81100262251,Yale University; New Haven; CT; USA,60005455,
CCS_10_31,Sebastian Alexander Modersheim,81100091217,Technical University of Denmark; Lyngby; Denmark,60011373,
CCS_10_32,Christoph Sprenger,81314491744,ETH Zurich,60025858,
CCS_10_32,David Basin,81100431853,ETH Zurich,60025858,
CCS_10_33,Gilles Barthe,81100111668,IMDEA Software; Madrid; Spain,60102748,
CCS_10_33,Marion Daubignard,81381606240,University of Grenoble; Grenoble; France,,
CCS_10_33,Bruce Kapron,81100312590,University of Victoria; victoria; Canada,60003122,
CCS_10_33,Yassine Lakhnech,81100193756,University of Grenoble; Grenoble; France,,
CCS_10_34,Michael Backes,81100093619,Saarland University; MPI-SWS; Saarbr ucken; Germany,60033241,
CCS_10_34,Matteo Maffei,81100268848,Saarland University; Saarbr ucken; Germany,60033241,
CCS_10_34,Dominique Unruh,81313484168,Saarland University; Saarbr ucken; Germany,60033241,
CCS_10_35,Andrea Lanzi,81309503390,Institute Eurecom; Sophia-Antipolis; France,60029859,
CCS_10_35,Davide Balzarotti,81100071006,Institute Eurecom; Sophia-Antipolis; France,60029859,
CCS_10_35,Christopher Kruegel,81100422599,University of California; CA; Santa Barbara; USA,60029241,
CCS_10_35,Mihai Christodorescu,81100382745,IBM T. John Watson Research; Center; Yorktown Heights; NY; USA,60017366,
CCS_10_35,Engin Kirda,81100166085,Institute Eurecom; Sophia Antipolis; France,60029859,
CCS_10_36,Juan Caballero,81350590399,Carnegie Mellon University / University of California; Berkeley,60027950,
CCS_10_36,Pongsin Poosankam,81312485299,Carnegie Mellon University / University of California; Berkeley,60027950,
CCS_10_36,Stephen McCamant,81100413108,University of California; Berkeley; Berkeley,60025038,
CCS_10_36,Domagoj Babi c,81470654108,University of California; Berkeley; Berkeley,60025038,
CCS_10_36,Dawn Xiaoding Song,81100578951,University of California; Berkeley; Berkeley,60025038,
