Paper Id,Title,Session,Conference,Year,Url
SP_06_1,Towards automatic generation of vulnerability-based signatures,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1623997&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_2,Misleading worm signature generators using deliberate noise injection,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1623998&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_3,Hamsa: fast signature generation for zero-day polymorphic worms with provable attack resilience,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1623999&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_4,Dataflow anomaly detection,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624000&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_5,A framework for the evaluation of intrusion detection systems,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624001&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_6,Siren: catching evasive malware,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624002&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_7,Fundamental limits on the anonymity provided by the MIX technique,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624003&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_8,Locating hidden servers,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624004&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_9,Practical inference control for data cubes,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624005&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_10,Deterring voluntary trace disclosure in re-encryption mix networks,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624006&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_11,New constructions and practical applications for private stream searching,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624007&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_12,A computationally sound mechanized prover for security protocols,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624008&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_13,A logic for constraint-based security protocol analysis,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624009&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_14,Simulatable security and polynomially bounded concurrent composability,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624010&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_15,Privacy and contextual integrity: framework and applications,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624011&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_16,FIREMAN: a toolkit for firewall modeling and analysis,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624012&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_17,Retrofitting legacy code for authorization policy enforcement,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624013&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_18,Deriving an information flow checker and certifying compiler for Java,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624014&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_19,Automatically generating malicious disks using symbolic execution,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624015&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_20,Pixy: a static analysis tool for detecting Web application vulnerabilities,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624016&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_21,Cobra: fine-grained malware analysis using stealth localized-executions,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624017&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_22,Integrity (I) codes: message integrity protection and authentication over insecure channels,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624018&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_23,Cognitive authentication schemes safe against spyware,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624019&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_24,Cache cookies for browser authentication,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624020&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_25,Secure device pairing based on a visual channel,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624021&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_26,SubVirt: implementing malware with virtual machines,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624022&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_27,Practical attacks on proximity identification systems,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624023&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_28,On the secrecy of timing-based active watermarking trace-back techniques,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624024&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_29,A safety-oriented platform for Web applications,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624025&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_30,Tamper-evident; history-independent; subliminal-free data structures on PROM storage -or- how to store ballots on a voting machine,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624026&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_31,Analysis of the Linux random number generator,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624027&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_06_32,The final nail in WEP's coffin,,IEEE S&P,2006,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=1624028&filter%3DAND%28p_IS_Number%3A34091%29%26rowsPerPage%3D50
SP_81_1,Information Flow Analysis of Formal Specifications,,IEEE S&P,1981,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=6234395&filter%3DAND%28p_IS_Number%3A6234378%29
SP_81_2,Access Flow: A Protection Model which Integrates Access Control and Information Flow,,IEEE S&P,1981,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=6234396&filter%3DAND%28p_IS_Number%3A6234378%29
SP_81_3,The Role of a Well Defined Auditing Process in the Enforcement of Privacy Policy and Data Security,,IEEE S&P,1981,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=6234397&filter%3DAND%28p_IS_Number%3A6234378%29
SP_81_4,Mechanism Sufficiency Validation by Assignment,,IEEE S&P,1981,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=6234398&filter%3DAND%28p_IS_Number%3A6234378%29
SP_81_5,Restriciting Queries that Might Lead to Compromise,,IEEE S&P,1981,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=6234399&filter%3DAND%28p_IS_Number%3A6234378%29
SP_81_6,On the Transport of Privileges,,IEEE S&P,1981,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=6234379&filter%3DAND%28p_IS_Number%3A6234378%29
SP_81_7,A Complete Protection Model,,IEEE S&P,1981,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=6234380&filter%3DAND%28p_IS_Number%3A6234378%29
SP_81_8,Processing Multilevel Secure Objects,,IEEE S&P,1981,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=6234381&filter%3DAND%28p_IS_Number%3A6234378%29
SP_81_9,Half a Loaf is Better than None: Some Novel Message Integrity Problems,,IEEE S&P,1981,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=6234382&filter%3DAND%28p_IS_Number%3A6234378%29
SP_81_10,Future Applications of Cryptography,,IEEE S&P,1981,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=6234383&filter%3DAND%28p_IS_Number%3A6234378%29
SP_81_11,Security Proofs for Information Protection Systems,,IEEE S&P,1981,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=6234384&filter%3DAND%28p_IS_Number%3A6234378%29
SP_81_12,Required Cryptographic Authentication Criteria for Electronic Funds Transfer Systems,,IEEE S&P,1981,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=6234385&filter%3DAND%28p_IS_Number%3A6234378%29
SP_81_13,Trusted Computer Systems,,IEEE S&P,1981,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=6234386&filter%3DAND%28p_IS_Number%3A6234378%29
SP_81_14,Military Message Systems: Applying a Security Model,,IEEE S&P,1981,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=6234387&filter%3DAND%28p_IS_Number%3A6234378%29
SP_81_15,Hierarchical Protection Systems,,IEEE S&P,1981,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=6234388&filter%3DAND%28p_IS_Number%3A6234378%29
SP_81_16,The Structure of a Security Kernel for the Z8000 Multiprocessor,,IEEE S&P,1981,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=6234389&filter%3DAND%28p_IS_Number%3A6234378%29
SP_81_17,The Design of Secure CPU-Multiplexed Computer Systems: The Master/Slave Architecture,,IEEE S&P,1981,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=6234390&filter%3DAND%28p_IS_Number%3A6234378%29
SP_81_18,Security Kernels: A Solution or a Problem?,,IEEE S&P,1981,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=6234391&filter%3DAND%28p_IS_Number%3A6234378%29
SP_89_1,Transformation of access rights,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36300&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_2,A model for specifying multi-granularity integrity policies,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36301&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_3,New methods for immediate revocation,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36276&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_4,Aggregation and inference: facts and fallacies,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36284&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_5,The Chinese Wall security policy,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36295&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_6,The incorporation of multi-level IPC into Unix,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36281&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_7,Defending systems against viruses through cryptographic authentication,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36305&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_8,Policy vs. mechanism in the Secure TUNIS operating system,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36280&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_9,Access meditation in a message passing kernel,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36278&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_10,Security issues in policy routing,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36293&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_11,A proposal for a verification-based virus filter,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36306&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_12,A software engineering approach to designing trustworthy software,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36289&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_13,Detection of anomalous computer session activity,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36302&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_14,Network security: the parts of the sum,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36273&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_15,A security policy for an A1 DBMS (a trusted subject),,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36286&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_16,LOCK trek: navigating uncharted space,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36291&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_17,A security model for object-oriented databases,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36285&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_18,On the derivation of secure components,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36298&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_19,A formal model for Unix setuid,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36279&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_20,With microscope and tweezers: an analysis of the Internet virus of November 1988,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36307&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_21,A model for secure information flow,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36299&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_22,Tea and I: an allergy [computer security],,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36292&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_23,The hierarchical model of distributed system security,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36294&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_24,Formal model of a trusted file server,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36290&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_25,Layering central authentication on existing distributed system terminal services,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36303&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_26,Statistical models of trust: TCBs vs. people,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36274&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_27,A framework for expressing models of security policy,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36297&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_28,Symbol security condition considered harmful,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36275&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_29,Using narrowing in the analysis of key management protocols,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36288&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_30,Authenticated group key distribution scheme for a large distributed network,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36304&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_31,On the cell suppression by merging technique in the lattice model of summary tables,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36287&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_32,A secure identity-based capability system,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36277&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_89_33,A `new' security policy model,,IEEE S&P,1989,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=36296&filter%3DAND%28p_IS_Number%3A1514%29%26rowsPerPage%3D50
SP_98_1,Necessity and realization of universally verifiable secret sharing,,IEEE S&P,1998,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=674836&filter%3DAND%28p_IS_Number%3A14832%29
SP_98_2,On enabling secure applications through off-line biometric identification,,IEEE S&P,1998,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=674831&filter%3DAND%28p_IS_Number%3A14832%29
SP_98_3,Composing partially-specified systems,,IEEE S&P,1998,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=674821&filter%3DAND%28p_IS_Number%3A14832%29
SP_98_4,An automated approach for identifying potential vulnerabilities in software,,IEEE S&P,1998,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=674827&filter%3DAND%28p_IS_Number%3A14832%29
SP_98_5,Asynchronous protocols for optimistic fair exchange,,IEEE S&P,1998,http://ieeexplore.ieee.org//xpl/articleDetails.jsp?arnumber=674826&filter%3DAND%28p_IS_Number%3A14832%29
